Align_Xshift_AlignedCombined,Align_Xshift_AlignedPlate,Align_Xshift_AlignedRed,Align_Yshift_AlignedCombined,Align_Yshift_AlignedPlate,Align_Yshift_AlignedRed,Channel_OrigColor,Channel_PlateTemplate,Classify_Large_NumObjectsPerBin,Classify_Large_PctObjectsPerBin,Classify_Red_NumObjectsPerBin,Classify_Red_PctObjectsPerBin,Classify_Small_NumObjectsPerBin,Classify_Small_PctObjectsPerBin,Classify_Tiny_NumObjectsPerBin,Classify_Tiny_PctObjectsPerBin,Classify_White_NumObjectsPerBin,Classify_White_PctObjectsPerBin,Count_Colonies,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationCalculate,ExecutionTime_08CorrectIlluminationCalculate,ExecutionTime_09CorrectIlluminationApply,ExecutionTime_10ImageMath,ExecutionTime_11Align,ExecutionTime_12MaskImage,ExecutionTime_13MaskImage,ExecutionTime_14ImageMath,ExecutionTime_15IdentifyPrimaryObjects,ExecutionTime_16MeasureObjectIntensity,ExecutionTime_17MeasureObjectSizeShape,ExecutionTime_18ClassifyObjects,ExecutionTime_19OverlayOutlines,ExecutionTime_20SaveImages,FileName_OrigColor,FileName_PlateTemplate,Frame_OrigColor,Frame_PlateTemplate,Group_Index,Group_Length,Group_Number,Height_OrigColor,Height_PlateTemplate,ImageNumber,ImageSet_ImageSet,MD5Digest_OrigColor,MD5Digest_PlateTemplate,Mean_Colonies_AreaShape_Area,Mean_Colonies_AreaShape_BoundingBoxArea,Mean_Colonies_AreaShape_BoundingBoxMaximum_X,Mean_Colonies_AreaShape_BoundingBoxMaximum_Y,Mean_Colonies_AreaShape_BoundingBoxMinimum_X,Mean_Colonies_AreaShape_BoundingBoxMinimum_Y,Mean_Colonies_AreaShape_Center_X,Mean_Colonies_AreaShape_Center_Y,Mean_Colonies_AreaShape_Compactness,Mean_Colonies_AreaShape_ConvexArea,Mean_Colonies_AreaShape_Eccentricity,Mean_Colonies_AreaShape_EquivalentDiameter,Mean_Colonies_AreaShape_EulerNumber,Mean_Colonies_AreaShape_Extent,Mean_Colonies_AreaShape_FormFactor,Mean_Colonies_AreaShape_MajorAxisLength,Mean_Colonies_AreaShape_MaxFeretDiameter,Mean_Colonies_AreaShape_MaximumRadius,Mean_Colonies_AreaShape_MeanRadius,Mean_Colonies_AreaShape_MedianRadius,Mean_Colonies_AreaShape_MinFeretDiameter,Mean_Colonies_AreaShape_MinorAxisLength,Mean_Colonies_AreaShape_Orientation,Mean_Colonies_AreaShape_Perimeter,Mean_Colonies_AreaShape_Solidity,Mean_Colonies_Classify_Large,Mean_Colonies_Classify_Red,Mean_Colonies_Classify_Small,Mean_Colonies_Classify_Tiny,Mean_Colonies_Classify_White,Mean_Colonies_Intensity_IntegratedIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_IntegratedIntensity_SubtractedRed,Mean_Colonies_Intensity_LowerQuartileIntensity_SubtractedRed,Mean_Colonies_Intensity_MADIntensity_SubtractedRed,Mean_Colonies_Intensity_MassDisplacement_SubtractedRed,Mean_Colonies_Intensity_MaxIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MaxIntensity_SubtractedRed,Mean_Colonies_Intensity_MeanIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MeanIntensity_SubtractedRed,Mean_Colonies_Intensity_MedianIntensity_SubtractedRed,Mean_Colonies_Intensity_MinIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MinIntensity_SubtractedRed,Mean_Colonies_Intensity_StdIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_StdIntensity_SubtractedRed,Mean_Colonies_Intensity_UpperQuartileIntensity_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_X_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_Y_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_Z_SubtractedRed,Mean_Colonies_Location_Center_X,Mean_Colonies_Location_Center_Y,Mean_Colonies_Location_Center_Z,Mean_Colonies_Location_MaxIntensity_X_SubtractedRed,Mean_Colonies_Location_MaxIntensity_Y_SubtractedRed,Mean_Colonies_Location_MaxIntensity_Z_SubtractedRed,Metadata_Frame,Metadata_Series,Metadata_SizeC,Metadata_SizeT,Metadata_SizeZ,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationCalculate,ModuleError_08CorrectIlluminationCalculate,ModuleError_09CorrectIlluminationApply,ModuleError_10ImageMath,ModuleError_11Align,ModuleError_12MaskImage,ModuleError_13MaskImage,ModuleError_14ImageMath,ModuleError_15IdentifyPrimaryObjects,ModuleError_16MeasureObjectIntensity,ModuleError_17MeasureObjectSizeShape,ModuleError_18ClassifyObjects,ModuleError_19OverlayOutlines,ModuleError_20SaveImages,PathName_OrigColor,PathName_PlateTemplate,ProcessingStatus,Scaling_OrigColor,Scaling_PlateTemplate,Series_OrigColor,Series_PlateTemplate,Threshold_FinalThreshold_Colonies,Threshold_OrigThreshold_Colonies,Threshold_SumOfEntropies_Colonies,Threshold_WeightedVariance_Colonies,URL_OrigColor,URL_PlateTemplate,Width_OrigColor,Width_PlateTemplate
3,0,3,-7,0,-7,-2,-1,86,3.5289290110791955,68,2.790315962248666,2119,86.95116947066064,232,9.519901518260156,2369,97.20968403775133,2437.0,0.0,0.0,0.25,0.0,0.0,0.234375,0.21875,0.15625,0.03125,0.015625,10.8125,0.0,0.0,0.0,0.84375,0.078125,2.953125,0.0,0.046875,0.171875,6-1.jpg,PlateTemplate.png,0,0,1,1,1,1116,1116,1,b'eLvGMwyTs7GvyM1RKAMHAyiYgNlIITUvGRggeem2SqEhbroWSvZAdb6uCkCFecW2ShklJQVAF5eXl+vlF6Tm5WYmA0MsOb+gEuzu4OSM1NzEYlDuA7nXTNfATAk5BSAyFFm5EJwOnOEpYphlRjNdQ72sAlJTmZ0NIkqDUtOolKyg+TmPrAxNOEoJZ/ShHpkoPtQryCOr8EALeBy5mCbligIopIoLEpNTyTUNGOzIZRLUbBt9ZEEbSEmla2SjDy2z9FF9AxTA4WtQGWMHAGF6kM4=',201da4b2e7e6109978924c6520ba1338,4b944e509264d1919df4cbdbdb5dbf64,22.957734919983587,29.620434961017644,556.6598276569553,588.136233073451,551.7123512515387,583.4238818219122,553.6970540201546,585.2644558074038,0.6874387355283812,23.977841608535083,0.5144306035850753,4.815720028632605,1.0,0.8095598417495932,1.5372287815887418,5.262778930152286,4.637533699272119,2.2192709524685927,1.28894635598812,1.082526162149441,3.398874839500247,4.284270448636134,21.28890073049187,13.093945160416267,0.9708428240905601,0.03528929011079196,0.027903159622486663,0.8695116947066065,0.09519901518260156,0.9720968403775133,0.08259986157563068,0.8497843927947233,0.0033033981179427943,0.002666493603378033,0.7865819189569396,0.00850306733201457,0.015124039830709512,0.0038299285835520793,0.0063572387376105415,0.005890703168886824,0.0008866785244712783,0.0008860163430381027,0.0024348147629234943,0.003993340701975494,0.009293074253755463,552.3193036169349,579.0071437796289,0.0,553.6970540201546,585.2644558074038,0.0,553.58104226508,585.1875256462864,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\jrazi\Desktop\repo\medical-image-processing-fall-2023\HW3\Part_B\practical\images,C:\Users\jrazi\Desktop\repo\medical-image-processing-fall-2023\HW3\Part_B\practical\images,Done,255,255,0,0,0.11453950577557473,0.11453950577557473,-11.362535481449978,0.377283198832756,file:///C:/Users/jrazi/Desktop/repo/medical-image-processing-fall-2023/HW3/Part_B/practical/images/6-1.jpg,file:///C:/Users/jrazi/Desktop/repo/medical-image-processing-fall-2023/HW3/Part_B/practical/images/PlateTemplate.png,1112,1112
