ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Large,Classify_Red,Classify_Small,Classify_Tiny,Classify_White,Intensity_IntegratedIntensityEdge_SubtractedRed,Intensity_IntegratedIntensity_SubtractedRed,Intensity_LowerQuartileIntensity_SubtractedRed,Intensity_MADIntensity_SubtractedRed,Intensity_MassDisplacement_SubtractedRed,Intensity_MaxIntensityEdge_SubtractedRed,Intensity_MaxIntensity_SubtractedRed,Intensity_MeanIntensityEdge_SubtractedRed,Intensity_MeanIntensity_SubtractedRed,Intensity_MedianIntensity_SubtractedRed,Intensity_MinIntensityEdge_SubtractedRed,Intensity_MinIntensity_SubtractedRed,Intensity_StdIntensityEdge_SubtractedRed,Intensity_StdIntensity_SubtractedRed,Intensity_UpperQuartileIntensity_SubtractedRed,Location_CenterMassIntensity_X_SubtractedRed,Location_CenterMassIntensity_Y_SubtractedRed,Location_CenterMassIntensity_Z_SubtractedRed,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_SubtractedRed,Location_MaxIntensity_Y_SubtractedRed,Location_MaxIntensity_Z_SubtractedRed,Number_Object_Number
1,335,196,240,933,327,918,311,925.5714285714286,318.484693877551,1.054806801838639,205,0.43277599901417774,15.797308339337176,1,0.8166666666666667,0.9480409097257385,16.745812675698843,17.029386365926403,7.0710678118654755,2.886004108426734,2.8284271247461903,14.0,15.096375061732472,3.366305557330367,50.970562748477136,0.9560975609756097,1,1,0,0,0,2.1422749161720276,24.107786118984222,0.06827288866043091,0.05263671278953552,0.16768485834014962,0.09397867321968079,0.27919304370880127,0.04657119382982668,0.12299890877032767,0.11218416690826416,0.0,0.0,0.024288095318926197,0.06941516983620688,0.1802787184715271,925.6399210384741,318.6377526691135,0.0,925.5714285714286,318.484693877551,0,926.0,319.0,0.0,335
1,336,20,30,230,323,224,318,226.65,319.65,0.8348606886188152,22,0.5585892152911892,5.046265044040321,1,0.6666666666666666,1.1978046321169937,5.554590990237856,5.0990195135927845,2.23606797749979,1.2946461113496086,1.0,4.0,4.607224645181566,-87.85542333559049,14.485281374238571,0.9090909090909091,0,0,1,0,1,0.03901970386505127,0.09015098214149475,0.001040726900100708,0.0033809244632720947,0.6797637467190613,0.00773206353187561,0.016909897327423096,0.0032516419887542725,0.0045075491070747375,0.0033809244632720947,0.0,0.0,0.003033217288697591,0.0045008734050072845,0.007375389337539673,226.00036099591236,319.44988024654833,0.0,226.65,319.65,0,227.0,320.0,0.0,336
1,337,1,1,294,321,293,320,293.0,320.0,0.0,1,0.0,1.1283791670955126,1,1.0,inf,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,0.0,1.0,0,0,0,1,1,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,293.0,320.0,0,293.0,320.0,0.0,337
1,338,9,12,173,323,169,320,170.33333333333334,320.6666666666667,0.595563117403313,10,0.8468413944019119,3.385137501286538,1,0.75,1.6790831580707237,4.708788181923399,3.605551275463989,1.0,1.0,1.0,1.8973665961010275,2.504347879633133,-76.717474411461,8.207106781186548,0.9,0,0,1,0,1,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,170.33333333333334,320.6666666666667,0,169.0,322.0,0.0,338
1,339,16,20,344,324,340,319,341.625,321.25,0.7454531602318965,17,0.5083541641390434,4.51351666838205,1,0.8,1.341465907380309,4.837183752516743,4.242640687119285,2.0,1.239276695296637,1.0,3.0,4.165531580049303,14.87244064847111,12.242640687119284,0.9411764705882353,0,0,1,0,1,0.03818675875663757,0.061179012060165405,0.0022856593132019043,0.002466261386871338,0.6091223136129796,0.006366699934005737,0.006366699934005737,0.0034715235233306885,0.003823688253760338,0.0054222047328948975,0.00014343857765197754,0.00014343857765197754,0.002286300192448017,0.0021982611663048258,0.005987197160720825,341.56049584304964,320.6443027103599,0.0,341.625,321.25,0,340.0,320.0,0.0,339
1,340,6,6,346,323,344,320,344.5,321.0,0.477464829275686,6,0.7905694150420949,2.763953195770684,1,1.0,2.0943951023931953,3.265986323710904,2.23606797749979,1.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,0,0,1,0,1,0.02237522602081299,0.02237522602081299,0.003085210919380188,0.00040918588638305664,0.3203906674171565,0.005241215229034424,0.005241215229034424,0.0037292043368021646,0.0037292043368021646,0.004832029342651367,0.0010758638381958008,0.0010758638381958008,0.001738439120567143,0.001738439120567143,0.005148455500602722,344.4725967916376,320.6807833902513,0.0,344.5,321.0,0,344.0,321.0,0.0,340
1,341,28,36,416,325,410,319,412.0357142857143,321.39285714285717,0.8282348101377135,29,0.4442768086907566,5.970821321441846,1,0.7777777777777778,1.2073870691739297,6.310997552173037,5.830951894845301,2.8284271247461903,1.4482063027315912,1.0,4.949747468305833,5.653956867876944,15.813495302937978,17.071067811865476,0.9655172413793104,0,0,1,0,1,0.005258768796920776,0.010721951723098755,0.0,0.0,2.0480868041882254,0.002703428268432617,0.002741605043411255,0.0003505845864613851,0.00038292684725352695,0.0,0.0,0.0,0.0008942276494320006,0.000938386739405664,0.0,410.7616720729134,322.99643938193674,0.0,412.0357142857143,321.39285714285717,0,411.0,322.0,0.0,341
1,342,15,20,583,323,578,319,579.9333333333333,320.6,0.7208777308044718,16,0.6521405955174382,4.370193722368317,1,0.75,1.3871977968913514,4.9746021616473675,4.123105625617661,2.0,1.1771236166328256,1.0,3.0,3.771236166328254,80.53767779197437,11.65685424949238,0.9375,0,0,1,0,1,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,579.9333333333333,320.6,0,580.0,322.0,0.0,342
1,343,10,12,652,322,648,319,649.5,320.2,0.6202357696493015,10,0.6831300510639732,3.5682482323055424,1,0.8333333333333334,1.612290114395414,4.09878030638384,3.1622776601683795,1.4142135623730951,1.082842712474619,1.0,2.0,2.9933259094191533,90.0,8.82842712474619,1.0,0,0,1,0,1,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,649.5,320.2,0,651.0,321.0,0.0,343
1,344,19,21,680,323,673,320,676.0,321.0,0.9209301879961413,19,0.9109659701031064,4.918490759365935,1,0.9047619047619048,1.0858586384011444,7.492235046858282,6.324555320336759,2.0,1.201496164460326,1.0,2.0,3.0904084728307817,-83.73559614542424,14.828427124746192,1.0,0,0,1,0,1,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,676.0,321.0,0,674.0,322.0,0.0,344
